title,year,score
VWGOLF,1999,2
VWGOLF,2003,2
VWPASSATVARIANT,2007,2
VWGOLFPLUS,2010,0
VWGOLFVARIANT,1995,1
VWSHARAN,1996,1
VWTRANSPORTER,2000,2
VWPASSAT,2011,2
VWGOLF,2010,1
VWPASSAT,2004,2
VWPASSAT,2006,1
VWPHAETON,2008,0
VWPASSAT,1999,1
VWSHARAN,2005,2
VWGOLF,2003,1
VWGOLF,2000,0
VWTOURAN,2009,1
VWSHARAN,2002,1
VWPASSAT,2004,1
VWCARAVELLE,1985,1
VWSHARAN,2003,2
VWCADDY,2008,0
VWCRAFTER,2009,1
VWTOURAN,2006,1
VWTIGUAN,2014,2
VWCADDY,1989,2
VWT-ROC,2019,0
VWCARAVELLE,2008,1
VWPASSAT,2002,1
VWGOLFPLUS,2007,1
VWJETTA,2007,1
VWGOLF,1995,1
VWTRANSPORTER,2007,1
VWPASSATVARIANT,2001,1
VWPASSATVARIANT,2001,1
VWGOLFVARIANT,1999,2
VWPASSAT,2008,2
VWGOLFVARIANT,2000,2
VWTOUAREG,2008,2
VWTIGUAN,2011,1
VWCADDY,2017,0
VWPOLO,2008,1
VWGOLF,2002,2
VWTIGUAN,2014,0
VWGOLF,2007,1
VWJETTA,2006,2
VWPOLO,2004,2
VWGOLFPLUS,2008,2
VWGOLF,2001,1
VWGOLFPLUS,2008,0
VWPASSAT,1997,0
VWGOLFPLUS,2005,2
VWPASSAT,2008,2
VWPOLO,2010,2
VWAMAROK,2014,2
VWAMAROK,2011,2
VWCADDY,2007,2
VWGOLF,2003,0
VWPOLO,2005,2
VWJETTA,2011,1
VWCADDY,2015,0
VWPASSATVARIANT,2000,2
VWPOLO,2003,1
VWGOLF,1986,2
VWGOLFVARIANT,2000,2
VWPASSATVARIANT,1999,0
VWGOLF,2003,1
VWLT35,2004,2
VWGOLF,2002,1
VWCRAFTER,2012,0
VWSHARAN,2011,1
VWGOLF,1984,1
VWLUPO,2001,1
VWCADDY,2009,0
VWPASSATVARIANT,2003,2
VWPASSATVARIANT,1996,2
VWGOLF,2008,2
VWJETTA,2006,2
VWPASSATVARIANT,1991,1
VWTRANSPORTER,1994,3
VWBORA,2000,1
VWPASSAT,2002,1
VWPASSAT,1997,2
VWSHARAN,2002,2
VWMULTIVAN,1995,2
VWPASSATVARIANT,1995,1
VWPASSAT,2007,1
VWGOLF,1985,2
VWTRANSPORTER,2008,1
VWSHARAN,2006,2
VWCARAVELLE,1996,2
VWTOURAN,2009,2
VWTIGUAN,2010,0
VWCADDY,2009,2
VWAMAROK,2020,0
VWGOLF,2017,0
VWPASSATVARIANT,2005,1
VWGOLF,1998,2
VWGOLFVARIANT,2008,2
VWPASSATVARIANT,2003,1
VWTRANSPORTER,2007,2
VWGOLFVARIANT,2002,1
VWGOLFPLUS,2009,0
VWCADDY,2012,0
VWCARAVELLE,1995,2
VWPASSATVARIANT,1996,2
VWSHARAN,2007,1
VWGOLF,2012,2
VWTOURAN,2003,2
VWGOLF,2005,1
VWCARAVELLE,2000,1
VWGOLF,2001,2
VWGOLF,2011,2
VWGOLF,2011,0
VWTOURAN,2007,1
VWTRANSPORTER,2000,2
VWJETTA,2015,2
VWGOLF,1999,1
VWPASSAT,1995,1
VWTOURAN,2008,1
VWTRANSPORTER,2001,1
VWTOURAN,2005,2
VWTOURAN,2004,1
VWGOLF,2008,2
VWTRANSPORTER,2002,1
VWT-CROSS,2019,0
VWTOUAREG,2007,2
VWSHARAN,2003,1
VWTOURAN,2007,1
VWTOURAN,2004,0
VWPASSATCC,2008,2
VWPASSAT,2006,1
VWPASSAT,2005,1
VWCADDY,2016,2
VWSHARAN,2010,1
VWSHARAN,2002,2
VWGOLFVARIANT,2002,2
VWCADDY,2006,0
VWTRANSPORTER,1996,2
VWGOLFVARIANT,2004,1
VWPASSATVARIANT,2003,2
VWGOLF,1998,1
VWPASSAT,1994,1
VWJETTA,2013,0
VWGOLF,2005,1
VWSHARAN,2003,2
VWGOLF,1999,2
VWCADDY,2008,0
VWTRANSPORTER,2000,2
VWGOLF,1998,2
VWPASSAT,2016,0
VWTOURAN,2011,1
VWSHARAN,2009,2
VWGOLF,2014,0
VWCARAVELLE,1995,2
VWCARAVELLE,2003,2
VWLUPO,1999,2
VWPASSAT,2009,1
VWTIGUAN,2010,0
VWGOLFPLUS,2010,1
VWGOLFPLUS,2007,0
VWTOURAN,2003,2
VWPASSAT,1999,1
VWTIGUAN,2013,0
VWSHARAN,1997,1
VWTOURAN,2012,1
VWAMAROK,2015,1
VWCARAVELLE,1994,2
VWTOURAN,2005,2
VWPASSAT,2006,2
VWTOURAN,2007,1
VWTIGUAN,2008,2
VWPASSATVARIANT,1997,2
VWGOLF,1998,2
VWTRANSPORTER,1995,1
VWPASSAT,2012,0
VWPASSAT,2007,1
VWGOLF,1998,2
VWTOURAN,2005,2
VWGOLF,1999,0
VWGOLFPLUS,2009,2
VWGOLF,1999,2
VWSHARAN,1996,1
VWPASSATVARIANT,1995,2
VWPASSATVARIANT,1998,2
VWGOLF,2004,1
VWJETTA,2006,2
VWPASSAT,2003,1
VWPASSATVARIANT,2005,1
VWGOLF,2001,0
VWTRANSPORTER,2001,2
VWPASSATVARIANT,2003,1
VWPASSAT,2009,0
VWGOLFVARIANT,2002,2
VWTIGUAN,2011,0
VWTOURAN,2004,2
VWTOURAN,2008,0
VWMULTIVAN,2008,1
VWLT35,2001,2
VWCADDYLIFE,2008,1
VWSHARAN,2007,2
VWPASSAT,2002,2
VWGOLF,1998,2
VWTRANSPORTER,2004,2
VWGOLF,2017,0
VWGOLFPLUS,2011,2
VWGOLF,2004,2
VWGOLF,1995,2
VWGOLF,1986,1
VWPASSATVARIANT,1998,2
VWJETTA,2007,1
VWGOLF,2002,1
VWLT35,2006,2
VWTIGUAN,2011,1
VWGOLF,1999,1
VWTRANSPORTER,1998,2
VWGOLFVARIANT,2000,2
VWGOLF,2006,2
VWAMAROK,2018,1
VWLUPO,1999,2
VWCADDY,2006,2
VWTIGUAN,2017,0
VWPASSAT,1997,2
VWGOLF,2008,1
VWPOLO,2001,2
VWJETTA,2013,1
VWSHARAN,2002,2
VWJETTA,1981,3
VWPASSAT,1999,2
VWGOLFVARIANT,1994,3
VWPASSAT,2013,1
VWCADDYLIFE,2005,1
VWMULTIVAN,2005,1
VWPASSATVARIANT,2001,2
VWGOLF,2012,0
VWLT35,1997,1
VWSHARAN,1996,1
VWPASSAT,2007,1
VWCADDY,2004,2
VWPASSATVARIANT,2000,2
VWTOURAN,2006,1
VWTRANSPORTER,2007,2
VWTRANSPORTER,2002,2
VWMULTIVAN,1994,2
VWPASSAT,2010,2
VWSHARAN,2004,1
VWPASSAT,1998,1
VWPASSATVARIANT,1998,2
VWGOLF,2000,2
VWTOUAREG,2011,0
VWGOLF,2003,0
VWTOURAN,2013,2
VWCRAFTER,2009,1
VWGOLFVARIANT,1998,1
VWGOLF,2006,1
VWCARAVELLE,2013,2
VWPASSAT,2007,0
VWGOLFVARIANT,2000,1
VWGOLF,2010,0
VWPASSAT,2008,2
VWTOURAN,2012,1
VWTOUAREG,2007,0
VWAMAROK,2018,0
VWGOLFPLUS,2005,2
VWCADDY,2017,0
VWGOLF,2011,0
VWGOLFVARIANT,1999,1
VWSHARAN,2011,0
VWTRANSPORTER,2006,2
VWGOLFPLUS,2007,2
VWGOLF,2008,2
VWGOLF,1994,2
VWLT35,1998,1
VWTRANSPORTER,1998,2
VWMULTIVAN,1996,1
VWGOLF,2006,0
VWPASSATVARIANT,2003,2
VWTOUAREG,2012,0
VWTRANSPORTER,2008,1
VWGOLFPLUS,2007,2
VWGOLF,2017,0
VWPASSATVARIANT,2002,0
VWTIGUAN,2016,1
VWTIGUAN,2016,1
VWTOURAN,2006,1
VWJETTA,2014,0
VWGOLF,2005,2
VWGOLFPLUS,2009,1
VWTRANSPORTER,2007,2
VWPOLO,2013,0
VWPASSATVARIANT,2003,0
VWGOLF,2001,2
VWPASSATVARIANT,2001,2
VWPASSATVARIANT,2002,2
VWTOURAN,2012,0
VWGOLF,1996,1
VWSHARAN,2000,2
VWTOURAN,2005,2
VWKOMBI,2019,2
VWGOLF,1996,2
VWPASSATVARIANT,2002,2
VWGOLF,2002,0
VWLT35,1999,2
VWGOLF,1998,1
VWTOURAN,2008,0
VWPASSAT,2018,0
VWGOLFVARIANT,1997,2
VWPASSATVARIANT,2002,2
VWBORA,2000,2
VWTRANSPORTER,2005,2
VWCRAFTER,2013,1
VWGOLF,2004,2
VWGOLF,1998,1
VWGOLF,2012,1
VWGOLF,2000,0
VWGOLF,2001,1
VWPASSAT,2009,0
VWCARAVELLE,1997,1
VWSHARAN,1998,2
VWPASSAT,2009,1
VWSHARAN,1998,1
VWJETTA,2015,0
VWPOLO,2005,1
VWGOLF,2008,2
VWTIGUAN,2008,2
VWGOLF,2006,1
VWGOLF,1999,2
VWGOLF,2013,0
VWCARAVELLE,1998,2
VWTOURAN,2009,1
VWSHARAN,2014,1
VWMULTIVAN,1994,2
VWPASSATVARIANT,2004,1
VWPASSAT,1997,1
VWTRANSPORTER,1994,2
VWGOLF,2002,2
VWGOLFVARIANT,2001,2
VWTIGUAN,2011,1
VWTOURAN,2003,2
VWGOLFPLUS,2008,1
VWGOLFPLUS,2010,1
VWGOLF,2005,3
VWTRANSPORTER,1995,1
VWGOLFPLUS,2010,2
VWBORA,2000,2
VWGOLFPLUS,2011,2
VWPASSAT,2006,1
VWPASSAT,2005,1
VWPASSAT,2007,2
VWJETTA,2016,1
VWGOLFVARIANT,2004,2
VWPASSATVARIANT,2008,2
VWGOLF,2008,1
VWPASSATVARIANT,2004,2
VWSHARAN,2007,1
VWTOURAN,2006,2
VWCADDY,2013,1
VWGOLFVARIANT,2000,2
VWTOURAN,2007,0
VWCADDY,2012,1
VWGOLF,1999,2
VWTOURAN,2011,2
VWAMAROK,2019,0
VWTIGUAN,2008,0
VWTRANSPORTER,1997,2
VWCADDY,2009,1
VWPASSAT,2015,0
VWPASSAT,2002,1
VWGOLF,1997,1
VWTOURAN,2008,2
VWCRAFTER,2013,0
VWPASSAT,2006,2
VWCARAVELLE,2008,2
VWLT35,2004,1
VWPASSAT,2006,2
VWPOLO,2012,1
VWCRAFTER,2014,1
VWPOLO,2005,2
VWTRANSPORTER,1994,2
VWPASSATVARIANT,1998,2
VWCADDY,2012,1
VWPASSATVARIANT,2001,2
VWTOURAN,2016,0
VWGOLF,2005,2
VWGOLF,2008,2
VWTRANSPORTER,2006,1
VWGOLF,2008,1
VWGOLF,2006,1
VWGOLF,1998,1
VWPASSATVARIANT,2000,1
VWTOUAREG,2009,2
VWPASSAT,2011,0
VWFOX,2006,2
VWTIGUAN,2013,1
VWGOLF,2009,0
VWPASSAT,2005,1
VWTRANSPORTER,1996,2
VWSHARAN,2001,2
VWGOLF,1999,2
VWPASSAT,2006,2
VWTOURAN,2004,1
VWGOLF,2000,1
VWGOLF,1995,2
VWTIGUAN,2016,0
VWTOURAN,2004,1
VWPASSAT,2004,1
VWPASSAT,2010,1
VWGOLFPLUS,2009,0
VWLT35,2003,2
VWPASSATVARIANT,2005,2
VWTOURAN,2009,1
VWGOLF,2015,0
VWPASSAT,2007,1
VWJETTA,2013,1
VWCRAFTER,2016,0
VWGOLFVARIANT,2002,1
VWGOLFVARIANT,1995,1
VWMULTIVAN,2002,1
VWCADDY,2014,0
VWPASSAT,2008,1
VWGOLF,2000,2
VWGOLF,2000,2
VWGOLF,2000,2
VWCARAVELLE,1997,1
VWCARAVELLE,1992,1
VWPASSAT,2008,2
VWGOLF,1999,2
VWTOURAN,2009,2
VWNEWBEETLE,2000,2
VWPASSAT,1994,2
VWGOLF,2017,0
VWCADDY,2005,1
VWPOLO,2007,2
VWGOLF,2000,0
VWPASSATVARIANT,2005,2
VWPOLO,2000,2
VWTOUAREG,2011,0
VWGOLF,2019,0
VWPASSATVARIANT,1999,1
VWBORA,2000,1
VWTOURAN,2005,1
VWGOLF,2008,1
VWTRANSPORTER,2011,0
VWTIGUAN,2007,1
VWCADDY,2009,1
VWPASSATVARIANT,2000,2
VWPASSATVARIANT,1995,1
VWJETTA,2011,2
VWGOLF,2019,0
VWCADDY,2004,2
VWGOLFVARIANT,2002,1
VWGOLF,2001,2
VWPASSAT,2002,1
VWGOLF,1990,1
VWMULTIVAN,2006,2
VWBORA,2003,1
VWPASSAT,1998,2
VWCADDYLIFE,2006,2
VWGOLF,1998,2
VWPASSAT,1994,1
VWPASSATVARIANT,2004,2
VWGOLF,1998,1
VWGOLF,2004,2
VWPASSAT,2006,2
VWLT46,1999,1
VWCADDY,2011,2
VWGOLF,2013,0
VWGOLF,2016,0
VWPASSAT,2007,1
VWPASSATVARIANT,2000,2
VWPOLO,2007,2
VWPASSAT,2014,0
VWTRANSPORTER,2002,2
VWPASSAT,2012,0
VWGOLF,2000,2
VWPOLO,2004,2
VWPASSAT,2011,1
VWGOLF,2016,0
VWPOLOVARIANT,1998,2
VWGOLF,2013,1
VWLT28,2003,2
VWTOURAN,2004,2
VWSHARAN,2010,1
VWSHARAN,2003,2
VWSHARAN,2002,2
VWPOLO,2005,1
VWGOLF,2005,2
VWPOLO,2006,1
VWGOLFVARIANT,2000,2
VWPASSATVARIANT,1998,2
VWKOMBI,2015,0
VWSHARAN,2006,0
VWCRAFTER,2008,1
VWCADDY,2011,1
VWGOLFVARIANT,2000,1
VWGOLF,1999,2
VWCADDY,2014,1
VWPASSAT,2005,2
VWPASSATVARIANT,1996,1
VWTOURAN,2005,1
VWGOLF,2011,0
VWPASSAT,2013,0
VWPASSAT,2006,2
VWNEWBEETLE,1999,1
VWGOLFPLUS,2005,1
VWTOUAREG,2007,1
VWTIGUAN,2014,2
VWGOLFPLUS,2006,2
VWGOLF,2015,0
VWPASSAT,2016,0
VWCADDY,2018,0
VWCADDY,2011,0
VWGOLF,2016,0
VWTOUAREG,2003,2
VWGOLF,2002,0
VWCRAFTER,2020,2
VWKOMBI,2011,1
VWPHAETON,2004,1
VWTOURAN,2005,2
VWJETTA,2013,1
VWCADDY,2013,2
VWSHARAN,2005,1
VWCRAFTER,2012,2
VWGOLF,2000,2
VWBORA,1999,1
VWPASSAT,1988,1
VWCRAFTER,2020,2
VWPOLO,2013,0
VWCADDY,2008,1
VWBORA,2002,2
VWTRANSPORTER,1999,2
VWGOLFPLUS,2012,0
VWMULTIVAN,1994,1
VWPASSAT,2010,1
VWPASSATVARIANT,1999,2
VWGOLF,2011,1
VWGOLF,2003,2
VWTOUAREG,2009,1
VWSHARAN,1999,2
VWCRAFTER,2016,1
VWPASSAT,2006,1
VWPASSAT,2018,0
VWTOURAN,2003,2
VWGOLF,2002,2
VWGOLF,1999,1
VWARTEON,2017,0
VWCRAFTER,2009,2
VWTOUAREG,2013,1
VWPASSATVARIANT,2008,1
VWGOLF,2016,0
VWPASSATVARIANT,2002,1
VWGOLF,2010,0
VWGOLF,2014,0
VWLT32,1998,2
VWGOLF,1996,1
VWGOLF,1998,2
VWPASSAT,2009,1
VWPASSAT,2017,1
VWLT28,2000,1
VWPASSAT,2010,2
VWGOLFPLUS,2008,1
VWPASSATVARIANT,2006,2
VWCADDY,2011,2
VWGOLF,2007,2
VWCRAFTER,2008,2
VWTRANSPORTER,2006,1
VWSHARAN,1998,2
VWGOLF,2005,1
VWSHARAN,1999,2
VWCRAFTER,2019,0
VWPASSATVARIANT,2007,0
VWGOLF,2015,0
VWGOLFPLUS,2005,2
VWCADDY,2010,1
VWPASSAT,2015,1
VWT-ROC,2019,0
VWTOURAN,2006,0
VWGOLFVARIANT,2002,1
VWNEWBEETLE,2001,1
VWGOLF,2011,1
VWGOLFVARIANT,1996,2
VWPASSATVARIANT,1999,2
VWTIGUAN,2015,0
VWMULTIVAN,2002,2
VWCRAFTER,2008,0
VWTRANSPORTER,1991,2
VWGOLF,2004,1
VWGOLF,2004,3
VWTOURAN,2005,2
VWGOLF,2010,1
VWCADDYLIFE,2007,1
VWPOLO,2000,1
VWLUPO,2001,2
VWMULTIVAN,2001,2
VWSHARAN,2002,2
VWTOURAN,2008,0
VWGOLFVARIANT,2000,2
VWPASSAT,2005,2
VWCADDY,2012,2
VWGOLF,2011,2
VWGOLFPLUS,2007,2
VWGOLF,2010,2
VWGOLF,1996,1
VWPASSAT,2006,1
VWSHARAN,2002,1
VWCARAVELLE,1995,2
VWTIGUAN,2015,0
VWNEWBEETLE,1999,1
VWCADDY,2011,1
VWGOLF,2015,0
VWPASSAT,2016,1
VWCRAFTER,2008,2
VWTOUAREG,2012,0
VWGOLF,1998,3
VWPOLO,2008,2
VWPASSATVARIANT,2006,1
VWGOLF,2000,2
VWTOURAN,2003,2
VWTIGUAN,2015,1
VWGOLF,2007,1
VWCRAFTER,2019,1
VWTOURAN,2004,0
VWTRANSPORTER,2002,3
VWTRANSPORTER,1997,2
VWJETTA,2006,2
VWCADDYLIFE,2006,0
VWGOLF,2001,1
VWTOURAN,2010,0
VWTOURAN,2010,1
VWTRANSPORTER,2004,2
VWCADDY,2009,2
VWJETTA,2014,0
VWPOLO,2000,2
VWGOLF,2008,2
VWPASSATVARIANT,2004,2
VWTOUAREG,2008,2
VWGOLF,2002,3
VWPASSAT,2013,0
VWTOURAN,2004,2
VWGOLF,2001,2
VWCADDY,2004,1
VWPASSAT,2009,1
VWPASSAT,2010,1
VWT-ROC,2019,0
VWGOLF,2002,2
VWTOURAN,2005,3
VWGOLFVARIANT,2000,1
VWGOLFVARIANT,1997,2
VWPASSAT,2011,2
VWCRAFTER,2017,2
VWGOLF,1991,2
VWPASSAT,2013,0
VWSHARAN,2002,1
VWTRANSPORTER,2012,2
VWGOLF,1998,1
VWPHAETON,2007,2
VWGOLF,2003,2
VWTRANSPORTER,2002,2
VWJETTA,2014,0
VWTOURAN,2004,1
VWGOLF,2009,1
VWGOLF,2000,1
VWPASSATVARIANT,2004,0
VWGOLF,2006,0
VWTRANSPORTER,1997,2
VWPASSATVARIANT,2001,2
VWSHARAN,2003,2
VWPASSAT,2007,1
VWTOURAN,2007,2
VWTOUAREG,2003,2
VWPASSAT,2008,0
VWGOLF,1991,1
VWEOS,2010,0
VWCADDY,2017,0
VWTOURAN,2014,1
VWTIGUAN,2019,0
VWMULTIVAN,2007,1
VWJETTA,2012,0
VWPASSAT,2005,1
VWTOUAREG,2008,2
VWPASSATVARIANT,2000,1
VWPOLOVARIANT,2000,2
VWGOLF,2001,2
VWGOLF,2002,2
VWPOLO,2003,0
VWPASSAT,1998,2
VWGOLF,2012,0
VWGOLF,2001,2
VWGOLF,1991,2
VWLT28,2003,2
VWSHARAN,2000,2
VWCRAFTER,2009,2
VWGOLFPLUS,2010,1
VWPHAETON,2009,2
VWPASSATVARIANT,1993,2
VWTOURAN,2006,1
VWGOLF,2007,1
VWTIGUAN,2013,0
VWGOLFPLUS,2008,0
VWGOLF,2000,2
VWMULTIVAN,2005,2
VWPASSATVARIANT,2001,2
VWGOLFPLUS,2009,0
VWTRANSPORTER,2003,2
VWLT35,2003,1
VWSHARAN,2003,2
VWPOLO,2004,2
VWCADDY,2006,0
VWPASSAT,2009,1
VWGOLFVARIANT,2002,1
VWTOURAN,2007,1
VWGOLF,2000,1
VWGOLF,1991,1
VWPASSAT,2012,0
VWBORAVARIANT,2002,1
VWGOLFVARIANT,2002,2
VWCARAVELLE,1999,1
VWGOLFPLUS,2007,2
VWPASSAT,2001,1
VWCARAVELLE,2003,2
VWGOLF,2003,2
VWPASSAT,2009,1
VWGOLFSPORTSVAN,2014,0
VWGOLF,2013,0
VWGOLFPLUS,2007,2
VWGOLF,2001,1
VWCRAFTER4MOTION,2015,1
VWGOLF,2002,1
VWTRANSPORTER,1993,1
VWTIGUAN,2013,0
VWPASSATVARIANT,2005,2
VWTRANSPORTER,1991,2
VWTRANSPORTER,2007,1
VWCADDY,2009,0
VWPASSATVARIANT,1999,2
VWGOLF,1998,2
VWTOURAN,2011,0
VWSHARAN,1999,2
VWTOUAREG,2007,1
VWTRANSPORTER,1991,2
VWGOLF,2009,1
VWCADDY,2008,1
VWBORA,2001,2
VWCADDY,2009,0
VWLT28,2004,1
VWCRAFTER,2020,0
VWCARAVELLE,1999,2
VWSHARAN,2004,1
VWAMAROK,2020,0
VWTOURAN,2005,2
VWCADDY,2009,2
VWGOLF,2005,2
VWPASSAT,2015,0
VWGOLF,2013,0
VWMULTIVAN,2002,1
VWTOURAN,2006,2
VWGOLF,2008,2
VWTRANSPORTER,2006,2
VWTRANSPORTER,1992,1
VWGOLF,2008,0
VWGOLF,1998,2
VWGOLF,2011,0
VWPASSAT,2012,0
VWGOLF,2000,2
VWGOLF,2014,1
VWTIGUAN,2009,2
VWTOUAREG,2008,2
VWBORA,2000,2
VWGOLF,2015,0
VWTOURAN,2007,0
VWTOURAN,2009,1
VWTRANSPORTER,2002,2
VWGOLF,2002,2
VWPASSATVARIANT,1996,2
VWTRANSPORTER,2003,2
VWTOURAN,2008,2
VWPASSAT,2012,1
VWPASSAT,2016,0
VWGOLF,1995,2
VWCRAFTER,2009,1
VWGOLFVARIANT,2004,1
VWTOUAREG,2006,0
VWPOLO,2007,1
VWGOLF,2003,2
VWCRAFTER,2016,2
VWGOLF,2006,2
VWPASSATVARIANT,1999,0
VWPASSAT,2015,0
VWGOLF,2001,2
VWSHARAN,2003,1
VWTIGUAN,2019,0
VWSHARAN,2006,2
VWPOLO,2015,0
VWPASSATVARIANT,1999,1
VWBORA,1999,2
VWPASSATVARIANT,2003,2
VWTOURAN,2017,0
VWGOLF,2003,2
VWTIGUAN,2008,1
VWGOLFVARIANT,2003,1
VWGOLF,2010,0
VWMULTIVAN,2013,0
VWGOLF,2000,1
VWTOURAN,2006,1
VWTOUAREG,2006,1
VWGOLF,2016,0
VWPASSAT,2006,1
VWGOLF,2010,0
VWPASSAT,1997,2
VWSHARAN,1997,2
VWCADDY,2013,0
VWPASSAT,2010,1
VWPASSAT,2006,2
VWSHARAN,2002,1
VWBORA,1999,0
VWGOLF,1988,2
VWPASSATVARIANT,1995,2
VWTIGUAN,2010,1
VWPASSAT,2012,2
VWPASSATVARIANT,1990,2
VWGOLF,2004,0
VWTOUAREG,2012,2
VWPASSAT,2017,0
VWGOLF,2006,2
VWPASSAT,2005,1
VWJETTA,2008,1
VWSHARAN,2000,2
VWTOURAN,2004,2
VWPASSAT,2017,0
VWCRAFTER,2020,0
VWPOLO,2006,1
VWLUPO,1998,0
VWSHARAN,1997,2
VWPASSATVARIANT,1995,1
VWGOLFPLUS,2008,1
VWTIGUAN,2017,0
VWPASSATVARIANT,2004,2
VWPASSAT,2017,0
VWCARAVELLE,2011,0
VWCARAVELLE,2000,1
VWCADDY,2007,2
VWGOLFPLUS,2006,2
VWGOLFVARIANT,2003,2
VWPASSATVARIANT,1995,2
VWTRANSPORTER,2020,0
VWTRANSPORTER,1999,2
VWGOLF,2004,1
VWPASSAT,2019,0
VWCADDY,2019,0
VWGOLF,2017,0
VWTRANSPORTER,1999,1
VWTIGUAN,2008,1
VWGOLF,2003,0
VWPASSATVARIANT,1992,1
VWCRAFTER,2009,2
VWGOLF,2013,0
VWGOLF,1996,2
VWTOUAREG,2007,2
VWKOMBI,2013,0
VWTRANSPORTER,2000,1
VWCADDY,2006,2
VWLT35,2002,2
VWSHARAN,1998,1
VWPASSAT,2019,0
VWTRANSPORTER,1996,2
VWGOLF,2005,1
VWLUPO,1999,2
VWSHARAN,2001,2
VWGOLF,1998,2
VWCRAFTER,2011,1
VWGOLF,2003,1
VWPASSAT,2007,2
VWPASSAT,2015,1
VWGOLF,1999,2
VWPOLO,2014,0
VWTRANSPORTER,2011,2
VWPASSAT,2007,1
VWMULTIVAN,2004,2
VWPASSATVARIANT,1999,1
VWSHARAN,2002,2
VWCADDY,2004,1
VWPASSATVARIANT,1997,2
VWPASSAT,2008,1
VWUP!,2015,0
VWGOLF,2019,0
VWGOLF,1998,2
VWCADDY,2017,0
VWTIGUAN,2011,1
VWSHARAN,2013,1
VWGOLFVARIANT,2001,2
VWTOURAN,2003,2
VWPASSAT,2010,1
VWTRANSPORTER,2010,2
VWCADDY,2007,1
VWLT35,2005,1
VWTOUAREG,2004,1
VWSHARAN,2000,3
VWMULTIVAN,2013,0
VWTRANSPORTER,1992,2
VWCADDY,2005,2
VWSHARAN,1998,2
VWGOLFVARIANT,1998,2
VWPOLO,2005,1
VWCRAFTER,2007,2
VWPASSAT,2002,1
VWTRANSPORTER,2007,2
VWPASSAT,2006,1
VWGOLF,2016,0
VWSHARAN,2001,2
VWPASSATVARIANT,1999,2
VWGOLF,2008,1
VWPASSAT,2007,1
VWTIGUAN,2019,0
VWPASSATVARIANT,2004,2
VWPOLO,2008,2
VWTRANSPORTER,2013,2
VWGOLF,1998,2
VWPASSATVARIANT,2000,1
VWPASSATVARIANT,2003,1
VWCADDY,2008,1
VWLUPO,1999,2
VWGOLFVARIANT,2000,1
VWGOLF,2008,1
VWPASSAT,2006,1
VWCADDY,2006,2
VWCRAFTER,2020,0
VWGOLF,2004,2
VWGOLF,1995,1
VWTIGUAN,2012,0
VWBORAVARIANT,2002,1
VWPHAETON,2007,1
VWGOLF,1999,2
VWTRANSPORTER,2001,2
VWSHARAN,1997,2
VWCRAFTER,2016,2
VWPASSATCC,2010,0
VWGOLF,2009,0
VWPOLO,2013,0
VWSHARAN,2001,1
VWGOLF,2006,2
VWTOURAN,2015,0
VWCADDY,2007,2
VWPASSATVARIANT,1996,2
VWGOLF,2005,0
VWPASSAT,2013,0
VWPOLO,2009,0
VWCADDY,2008,1
VWTRANSPORTER,2004,2
VWGOLFPLUS,2007,1
VWGOLFPLUS,2009,0
VWGOLF,2005,2
VWPASSATVARIANT,2001,2
VWPASSAT,2011,1
VWGOLF,2017,0
VWGOLFVARIANT,1999,2
VWPASSATVARIANT,1998,2
VWPOLO,2007,3
VWCARAVELLE,2003,2
VWPASSAT,1997,2
VWGOLFVARIANT,1996,1
VWPASSATVARIANT,2003,2
VWGOLFPLUS,2010,1
VWPASSAT,2007,1
VWAMAROK,2017,0
VWPASSAT,2015,0
VWCRAFTER,2015,1
VWMULTIVAN,2003,1
VWPASSAT,2017,0
VWPASSAT,1991,1
VWTRANSPORTER,2002,2
VWSHARAN,2000,2
VWTOURAN,2003,2
VWSHARAN,2012,0
VWCRAFTER,2013,0
VWSHARAN,1999,2
VWTOUAREG,2015,0
VWPASSAT,2014,0
VWGOLF,2017,0
VWGOLFPLUS,2006,2
VWTOUAREG,2005,2
VWTIGUAN,2010,0
VWGOLF,2017,1
VWTOURAN,2007,1
VWPASSAT,2008,2
VWVENTO,1997,1
VWPASSATVARIANT,2002,2
VWGOLF,2000,1
VWPASSAT,1992,2
VWGOLF,2015,1
VWT-ROC,2019,0
VWCADDY,2007,1
VWGOLF,2000,0
VWPASSAT,2000,2
VWGOLFSPORTSVAN,2017,0
VWPASSATVARIANT,2002,2
VWTOURAN,2011,0
VWPOLO,2007,2
VWTRANSPORTER,2002,2
VWCADDYLIFE,2007,2
VWTOURAN,2012,0
VWTOURAN,2004,2
VWPASSATVARIANT,2004,2
VWCADDY,2005,0
VWPOLO,2008,2
VWPOLO,2017,0
VWSHARAN,2008,2
VWPOLO,2006,2
VWGOLFVARIANT,2001,2
VWCADDY,2016,0
VWTRANSPORTER,2001,2
VWGOLF,2002,1
VWPOLO,2002,1
VWGOLF,2003,0
VWBORA,1999,1
VWPASSAT,2005,2
VWGOLF,2004,1
VWGOLFPLUS,2009,1
VWCRAFTER,2010,2
VWTOUAREG,2006,1
VWTRANSPORTER,2003,1
VWPASSAT,1990,2
VWTOUAREG,2007,2
VWTOURAN,2003,1
VWPASSATVARIANT,2003,2
VWTRANSPORTER,1997,2
VWSHARAN,1999,2
VWGOLF,2001,0
VWCADDY,2014,2
